# shelf	signal	detail   (triage_09.py; feed: next_batch.py --s2-file)
S3455	a-S	gcd 79135 is also the S of S3456
S3455	a-S	gcd 79135 is also the S of S3457
S3455	a-S	gcd 79135 is also the S of S3458
S3455	a-S	gcd 79135 is also the S of S3459
S3455	a-S	gcd 79135 is also the S of S3460
S3455	a-S	gcd 79135 is also the S of S3461
S3455	a-S	gcd 79135 is also the S of S3462
S3455	a-S	gcd 79135 is also the S of S3463
S3456	a-S	gcd 79135 is also the S of S3454
S3456	a-S	gcd 79135 is also the S of S3455
S3456	a-S	gcd 79135 is also the S of S3457
S3456	a-S	gcd 79135 is also the S of S3458
S3456	a-S	gcd 79135 is also the S of S3459
S3456	a-S	gcd 79135 is also the S of S3460
S3456	a-S	gcd 79135 is also the S of S3461
S3456	a-S	gcd 79135 is also the S of S3462
S3456	a-S	gcd 79135 is also the S of S3463
S3457	a-S	gcd 79135 is also the S of S3453
S3457	a-S	gcd 79135 is also the S of S3454
S3457	a-S	gcd 79135 is also the S of S3455
S3457	a-S	gcd 79135 is also the S of S3456
S3457	a-S	gcd 79135 is also the S of S3458
S3457	a-S	gcd 79135 is also the S of S3459
S3457	a-S	gcd 79135 is also the S of S3462
S3457	a-S	gcd 79135 is also the S of S3463
S3458	a-S	gcd 79135 is also the S of S3454
S3458	a-S	gcd 79135 is also the S of S3455
S3458	a-S	gcd 79135 is also the S of S3456
S3458	a-S	gcd 79135 is also the S of S3457
S3458	a-S	gcd 79135 is also the S of S3459
S3458	a-S	gcd 79135 is also the S of S3460
S3458	a-S	gcd 79135 is also the S of S3461
S3458	a-S	gcd 79135 is also the S of S3462
S3458	a-S	gcd 79135 is also the S of S3463
S3459	a-S	gcd 79135 is also the S of S3454
S3459	a-S	gcd 79135 is also the S of S3455
S3459	a-S	gcd 79135 is also the S of S3456
S3459	a-S	gcd 79135 is also the S of S3457
S3459	a-S	gcd 79135 is also the S of S3458
S3459	a-S	gcd 79135 is also the S of S3460
S3459	a-S	gcd 79135 is also the S of S3461
S3459	a-S	gcd 79135 is also the S of S3462
S3459	a-S	gcd 79135 is also the S of S3463
S3460	a-S	gcd 79135 is also the S of S3453
S3460	a-S	gcd 79135 is also the S of S3454
S3460	a-S	gcd 79135 is also the S of S3455
S3460	a-S	gcd 79135 is also the S of S3456
S3460	a-S	gcd 79135 is also the S of S3458
S3460	a-S	gcd 79135 is also the S of S3459
S3460	a-S	gcd 79135 is also the S of S3461
S3460	a-S	gcd 79135 is also the S of S3462
S3460	a-S	gcd 79135 is also the S of S3463
S3461	a-S	gcd 79135 is also the S of S3453
S3461	a-S	gcd 79135 is also the S of S3454
S3461	a-S	gcd 79135 is also the S of S3455
S3461	a-S	gcd 79135 is also the S of S3456
S3461	a-S	gcd 79135 is also the S of S3458
S3461	a-S	gcd 79135 is also the S of S3459
S3461	a-S	gcd 79135 is also the S of S3460
S3461	a-S	gcd 79135 is also the S of S3462
S3461	a-S	gcd 79135 is also the S of S3463
S3462	a-S	gcd 79135 is also the S of S3454
S3462	a-S	gcd 79135 is also the S of S3455
S3462	a-S	gcd 79135 is also the S of S3456
S3462	a-S	gcd 79135 is also the S of S3457
S3462	a-S	gcd 79135 is also the S of S3458
S3462	a-S	gcd 79135 is also the S of S3459
S3462	a-S	gcd 79135 is also the S of S3460
S3462	a-S	gcd 79135 is also the S of S3461
S3462	a-S	gcd 79135 is also the S of S3463
S3463	a-S	gcd 79135 is also the S of S3454
S3463	a-S	gcd 79135 is also the S of S3455
S3463	a-S	gcd 79135 is also the S of S3456
S3463	a-S	gcd 79135 is also the S of S3457
S3463	a-S	gcd 79135 is also the S of S3458
S3463	a-S	gcd 79135 is also the S of S3459
S3463	a-S	gcd 79135 is also the S of S3460
S3463	a-S	gcd 79135 is also the S of S3461
S3463	a-S	gcd 79135 is also the S of S3462
S3465	a-S	gcd 17331 is also the S of S11518
S3512	b	2/2 per-file CV links name another volume (3782x1, 54369x1)
S3516	a-I	cv 20687 named by 1 I line(s) on books of S14476
S3516	e	44 files
S3523	b	1/1 per-file CV links name another volume (133216x1)
S3613	a-S	gcd 145017 is also the S of S3615
S3615	a-S	gcd 145017 is also the S of S3613
S3646	c	item 41842 judged #938-948 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41844 judged #949-959 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41838 judged #894-904 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41839 judged #905-915 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41840 judged #916-926 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41841 judged #927-937 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41834 judged #851-861 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41835 judged #862-872 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41836 judged #873-882 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41837 judged #883-893 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41833 judged #840-850 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41904 judged #719-729 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41905 judged #730-740 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41906 judged #741-751 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41907 judged #752-762 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41900 judged #675-685 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41901 judged #686-696 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41902 judged #697-707 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41903 judged #708-718 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41896 judged #631-641 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41897 judged #642-652 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41898 judged #653-663 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41899 judged #664-674 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41915 judged #960-970 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41916 judged #971-981 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41917 judged #982-992 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41918 judged #993-1003 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41919 judged #1004-1014 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41920 judged #1015-1025 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41921 judged #1026-1036 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41922 judged #1037-1047 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41923 judged #1048-1058 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41924 judged #1059-1069 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41925 judged #1070-1080 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	c	item 41926 judged #1081-1091 does not fit the S run (cv 34391 count 96, gcd 19958 count 98)
S3646	e	102 files
S3667	b	1/1 per-file CV links name another volume (133909x1)
S3705	c	item 43140 judged #28-37 does not fit the S run (cv 121663 count 5, gcd - count -)
S3705	c	item 43139 judged #19-27 does not fit the S run (cv 121663 count 5, gcd - count -)
S3705	c	item 43137 judged #1-10 does not fit the S run (cv 121663 count 5, gcd - count -)
S3705	c	item 43138 judged #11-18 does not fit the S run (cv 121663 count 5, gcd - count -)
S3708	c	item 43131 judged #16-20 does not fit the S run (cv 158701 count 5, gcd - count -)
S3708	c	item 43132 judged #21-25 does not fit the S run (cv 158701 count 5, gcd - count -)
S3708	c	item 43129 judged #6-10 does not fit the S run (cv 158701 count 5, gcd - count -)
S3708	c	item 43130 judged #11-15 does not fit the S run (cv 158701 count 5, gcd - count -)
S3709	c	item 43997 judged #1-3 does not fit the S run (cv 139930 count 1, gcd - count -)
S3710	c	item 43136 judged #18-24 does not fit the S run (cv 140322 count 4, gcd - count -)
S3710	c	item 43134 judged #7-11 does not fit the S run (cv 140322 count 4, gcd - count -)
S3710	c	item 43135 judged #12-17 does not fit the S run (cv 140322 count 4, gcd - count -)
S3710	c	item 43133 judged #1-6 does not fit the S run (cv 140322 count 4, gcd - count -)
S3725	a-I	gcd 5337 named by 1 I line(s) on books of S3723
S3748	b	1/1 per-file CV links name another volume (33544x1)
S3764	b	6/8 per-file CV links name another volume (60568x6)
S3764	d	label-ambiguous item 108404
S3770	e	21 files
S3792	e	34 files
S3796	b	22/22 per-file CV links name another volume (119067x22)
S3796	e	22 files
S3806	b	1/1 per-file CV links name another volume (33606x1)
S3865	b	1/1 per-file CV links name another volume (75355x1)
S3987	c	item 45999 judged #1-4 does not fit the S run (cv 128289 count 1, gcd - count -)
S4005	d	label-ambiguous item 24851
S4093	a-S	gcd 139728 is also the S of S4092
S4093	a-S	gcd 139728 is also the S of S4095
S4093	a-S	gcd 139728 is also the S of S4096
S4093	a-S	gcd 139728 is also the S of S4097
S4093	a-S	gcd 139728 is also the S of S4098
S4093	a-S	gcd 139728 is also the S of S4099
S4094	a-S	gcd 139728 is also the S of S4092
S4094	a-S	gcd 139728 is also the S of S4096
S4094	a-S	gcd 139728 is also the S of S4099
S4095	a-S	gcd 139728 is also the S of S4092
S4095	a-S	gcd 139728 is also the S of S4093
S4095	a-S	gcd 139728 is also the S of S4096
S4095	a-S	gcd 139728 is also the S of S4097
S4095	a-S	gcd 139728 is also the S of S4098
S4095	a-S	gcd 139728 is also the S of S4099
S4097	a-S	gcd 139728 is also the S of S4092
S4097	a-S	gcd 139728 is also the S of S4093
S4097	a-S	gcd 139728 is also the S of S4095
S4097	a-S	gcd 139728 is also the S of S4096
S4097	a-S	gcd 139728 is also the S of S4098
S4097	a-S	gcd 139728 is also the S of S4099
S4098	a-S	gcd 139728 is also the S of S4092
S4098	a-S	gcd 139728 is also the S of S4093
S4098	a-S	gcd 139728 is also the S of S4095
S4098	a-S	gcd 139728 is also the S of S4096
S4098	a-S	gcd 139728 is also the S of S4097
S4098	a-S	gcd 139728 is also the S of S4099
S4099	a-S	gcd 139728 is also the S of S4092
S4099	a-S	gcd 139728 is also the S of S4093
S4099	a-S	gcd 139728 is also the S of S4094
S4099	a-S	gcd 139728 is also the S of S4095
S4099	a-S	gcd 139728 is also the S of S4096
S4099	a-S	gcd 139728 is also the S of S4097
S4099	a-S	gcd 139728 is also the S of S4098
S4123	a-I	gcd 208813 named by 1 I line(s) on books of S103451
S4123	b	4/4 per-file CV links name another volume (152857x4)
S4226	b	1/1 per-file CV links name another volume (139149x1)
S4229	a-I	gcd 87382 named by 2 I line(s) on books of S3290
S4229	c	item 34170 judged #16-19 does not fit the S run (cv 85749 count 4, gcd 87382 count 4)
S4229	c	item 34169 judged #11-15 does not fit the S run (cv 85749 count 4, gcd 87382 count 4)
S4229	c	item 34167 judged #1-5 does not fit the S run (cv 85749 count 4, gcd 87382 count 4)
S4229	c	item 34168 judged #6-10 does not fit the S run (cv 85749 count 4, gcd 87382 count 4)
S4260	e	137 files
S4286	d	label-ambiguous item 108692
S4303	b	1/1 per-file CV links name another volume (1574x1)
S4321	c	item 22566 RANGE CONTRADICTED by GCD notes (offset): judged #98-102, GCD says ? #99-103
S4321	c	item 22567 RANGE CONTRADICTED by GCD notes (count): judged #103-107, GCD says ? #104-107
S4321	d	arithmetic-odd item 22564
S4321	e	29 files
S4346	b	3/3 per-file CV links name another volume (132621x3)
S4355	b	2/2 per-file CV links name another volume (84095x2)
S4410	c	item 32829 judged #13-18 does not fit the S run (cv 112799 count 12, gcd 127632 count 12)
S4412	b	1/1 per-file CV links name another volume (115387x1)
S4429	b	3/3 per-file CV links name another volume (52630x3)
S4459	b	1/1 per-file CV links name another volume (117115x1)
S4466	b	1/1 per-file CV links name another volume (131870x1)
S4496	b	1/1 per-file CV links name another volume (66924x1)
S4497	b	1/1 per-file CV links name another volume (84418x1)
S4520	e	108 files
S4592	b	23/24 per-file CV links name another volume (2730x23)
S4592	e	24 files
S4593	b	16/16 per-file CV links name another volume (2392x16)
S4619	d	label-ambiguous item 19927
S4631	b	21/21 per-file CV links name another volume (139800x21)
S4631	d	label-ambiguous item 64194
S4631	e	23 files
S4684	b	10/10 per-file CV links name another volume (118648x10)
S4709	e	31 files
S4716	a-I	gcd 10364 named by 1 I line(s) on books of S6861
S4716	e	29 files
S4726	c	item 98007 judged #1-4 does not fit the S run (cv 49035 count 1, gcd 59566 count 1)
S4726	c	item 98007 RANGE CONTRADICTED by GCD notes (count): judged #1-4, GCD says Daken: Dark Wolverine (Marvel, 2010 series) #1-3
S4736	d	label-ambiguous item 116416
S4752	a-C	cv 2127 named by 3 C line(s) on books of S871
S4752	a-C	cv 2127 named by 1 C line(s) on books of S872
S4752	a-C	cv 2127 named by 1 C line(s) on books of S873
S4752	a-C	cv 2127 named by 1 C line(s) on books of S874
S4752	a-C	cv 2127 named by 1 C line(s) on books of S875
S4752	a-C	cv 2127 named by 1 C line(s) on books of S876
S4752	a-C	cv 2127 named by 1 C line(s) on books of S877
S4752	a-C	cv 2127 named by 1 C line(s) on books of S878
S4752	a-C	cv 2127 named by 1 C line(s) on books of S879
S4752	a-C	cv 2127 named by 1 C line(s) on books of S880
S4752	a-C	cv 2127 named by 4 C line(s) on books of S881
S4752	a-C	cv 2127 named by 1 C line(s) on books of S882
S4752	a-C	cv 2127 named by 15 C line(s) on books of S11513
S4752	a-C	cv 2127 named by 1 C line(s) on books of S16207
S4752	a-C	cv 2127 named by 2 C line(s) on books of S17160
S4752	a-C	cv 2127 named by 1 C line(s) on books of S19654
S4752	a-C	cv 2127 named by 1 C line(s) on books of S34339
S4752	a-C	cv 2127 named by 2 C line(s) on books of S103775
S4752	a-C	cv 2127 named by 3 C line(s) on books of S103847
S4752	a-C	cv 2127 named by 3 C line(s) on books of S103848
S4752	a-C	cv 2127 named by 3 C line(s) on books of S103849
S4752	a-C	cv 2127 named by 3 C line(s) on books of S103850
S4752	a-C	cv 2127 named by 3 C line(s) on books of S103851
S4752	a-C	cv 2127 named by 3 C line(s) on books of S103852
S4752	a-C	cv 2127 named by 3 C line(s) on books of S103853
S4752	a-C	cv 2127 named by 3 C line(s) on books of S103854
S4752	a-C	cv 2127 named by 3 C line(s) on books of S103855
S4752	a-C	cv 2127 named by 3 C line(s) on books of S103856
S4752	a-C	gcd 1570 named by 3 C line(s) on books of S871
S4752	a-C	gcd 1570 named by 1 C line(s) on books of S872
S4752	a-C	gcd 1570 named by 1 C line(s) on books of S873
S4752	a-C	gcd 1570 named by 1 C line(s) on books of S874
S4752	a-C	gcd 1570 named by 1 C line(s) on books of S875
S4752	a-C	gcd 1570 named by 1 C line(s) on books of S876
S4752	a-C	gcd 1570 named by 1 C line(s) on books of S877
S4752	a-C	gcd 1570 named by 1 C line(s) on books of S878
S4752	a-C	gcd 1570 named by 1 C line(s) on books of S879
S4752	a-C	gcd 1570 named by 1 C line(s) on books of S880
S4752	a-C	gcd 1570 named by 4 C line(s) on books of S881
S4752	a-C	gcd 1570 named by 1 C line(s) on books of S882
S4752	a-C	gcd 1570 named by 15 C line(s) on books of S11513
S4752	a-C	gcd 1570 named by 1 C line(s) on books of S19654
S4752	a-C	gcd 1570 named by 1 C line(s) on books of S34339
S4752	a-C	gcd 1570 named by 2 C line(s) on books of S103775
S4752	a-C	gcd 1570 named by 3 C line(s) on books of S103847
S4752	a-C	gcd 1570 named by 3 C line(s) on books of S103848
S4752	a-C	gcd 1570 named by 3 C line(s) on books of S103849
S4752	a-C	gcd 1570 named by 3 C line(s) on books of S103850
S4752	a-C	gcd 1570 named by 3 C line(s) on books of S103851
S4752	a-C	gcd 1570 named by 3 C line(s) on books of S103852
S4752	a-C	gcd 1570 named by 3 C line(s) on books of S103853
S4752	a-C	gcd 1570 named by 3 C line(s) on books of S103854
S4752	a-C	gcd 1570 named by 3 C line(s) on books of S103855
S4752	a-C	gcd 1570 named by 3 C line(s) on books of S103856
S4752	e	814 files
S4752	f	1 shelf/shelves merged in after the wave that landed R-058 (2026-09-23): S103753
S4760	c	item 44373 judged #15-23 does not fit the S run (cv - count -, gcd 190566 count 18)
S4760	c	item 44376 judged #41-49 does not fit the S run (cv - count -, gcd 190566 count 18)
S4760	c	item 44377 judged #50-58 does not fit the S run (cv - count -, gcd 190566 count 18)
S4760	c	item 44378 judged #59-67 does not fit the S run (cv - count -, gcd 190566 count 18)
S4760	c	item 44379 judged #68-76 does not fit the S run (cv - count -, gcd 190566 count 18)
S4760	c	item 44374 judged #24-32 does not fit the S run (cv - count -, gcd 190566 count 18)
S4760	c	item 44375 judged #33-40 does not fit the S run (cv - count -, gcd 190566 count 18)
S4760	e	104 files
S4781	b	1/1 per-file CV links name another volume (79254x1)
S4784	a-S	gcd 6026 is also the S of S96254
S4784	a-C	gcd 6026 named by 1 C line(s) on books of S103879
S4812	a-S	gcd 79137 is also the S of S4813
S4812	a-S	gcd 79137 is also the S of S4814
S4812	a-S	gcd 79137 is also the S of S4815
S4812	a-S	gcd 79137 is also the S of S4816
S4813	a-S	gcd 79137 is also the S of S4812
S4813	a-S	gcd 79137 is also the S of S4815
S4814	a-S	gcd 79137 is also the S of S4812
S4814	a-S	gcd 79137 is also the S of S4816
S4815	a-S	gcd 79137 is also the S of S4812
S4815	a-S	gcd 79137 is also the S of S4813
S4816	a-S	gcd 79137 is also the S of S4812
S4816	a-S	gcd 79137 is also the S of S4814
S4830	a-I	cv 134646 named by 2 I line(s) on books of S64504
S4830	a-I	gcd 171411 named by 2 I line(s) on books of S64504
S4832	d	arithmetic-odd item 46976
